#;Название;Категории;Сайт;Email;Адрес;Широта;Долгота;Телефоны;Тип;Время работы;Информация;Цвет;Оплачена;Исключена из ЛК
3114303;ИРИС;"Красота; Массаж; Косметология; Ногтевые студии; Парикмахерские услуги; Солярии, коллариумы; Эпиляция, депиляция; Татуаж, пирсинг; Кератиновое выпрямление волос; Визаж";;kuznezova06061969@gmail.com;Алексин, ул. Баумана 16;;;74875342907;org;;;;Нет;Нет
3116364;строимастер;Услуги специалистов;;nomail@mail.com;;;;79109436480;org;;;;Нет;Нет
3267960;Сервисный центр ULTRACOM;"Интернет и связь; Ремонт iPhone";https://vk.com/mycomp71ru;;г Алексин ул Ленина 1Б оф 214;;;+7 (902) 842-35-22, +7 (960) 600-91-31;org;;;;Нет;Нет
3269153;71 регион;Автошколы;https://vk.com/71avtoregion;av71.vip@mail.ru;Алексин,  ул. Ленина, д. 1 Б;54.506867;37.067193;-1603;org;;"Автошкола ООО ""71 РЕГИОН""";;Нет;Нет
3285168;"студия аппаратной косметологии и профессиональной косметики ""ШиК""";Красота;;nomail@mail.com;"ул. Мира 20а, ТЦ ""ПАНОРАМА""";;;9066292523;org;;;;Нет;Нет
3310171;Лига такси;Такси;;;;;;2,24626E+11;org;;Здравствуйте! Для наших постоянных клиентов мы разрабатываем бонусную программу, так называется система, которая начисляет клиенту бонусы по завершению заказа. Для каждого нашего клиента заводится личный бонусный счет, через который будет идти работа с виртуальными деньгами. Клиент сможет расплачиваться накопительными бонусами за поездки в нашем такси! С уважением, команда LIGA TAXI !;;Нет;Нет
3311060;"ООО""КЕЧАРИС""";Бизнес и финансы;http://кечарис.рф;nomail@mail.com;г.Алексин ул.Радбузская д.39;;;79038423999;org;;;;Нет;Нет
3317577;Хочешь видеть свою организацию в списке? Звони!;"Медицинские центры; Ритуальные услуги; Мастер на час; Химчистки и Прачечные; Фото на документы, печать; Электрик; Сантехник; Ремонт мобильных телефонов и планшетов; Грузчики; Пассажирские перевозки; Швейные ателье, ремонт одежды; Ремонт бытовой техники; Транспорт и логистика, грузоперевозки; Спецтехника; Микрозаймы; Бухгалтерия; Юридические услуги; Оценка эксперта; Адвокаты; Бурение скважин; Студии звукозаписи; Консалтинг; Строительство и ремонт; Обои; Строительные работы; Стройматериалы, отделочные материалы, инструмент; Оформление документов для строительства; Проектирование; Косметика и парфюмерия, бытовая химия; Бытовая техника и электроника; Цветы; Книги и канцтовары; Обувь; Одежда; Охота и рыбалка; Товары для дома; Товары для взрослых; Подарки, сувениры, хенд мейд; Ювелирные мастерские; Спортивные товары; Хозтовары; Доставка воды и продуктов; Клининг и уборка; Натяжные потолки; Окна и балконы; Сантехника; Видеонаблюдение; Солярии, коллариумы; Автошколы; Автошколы; Зоомагазины; Ветлечебницы, ветеринарные врачи; Ветеринарные аптеки; Автоателье; Кузовной ремонт; Выкуп авто, автоломбарды; Дрессировка животных; Букмекерские конторы; Зоопарки; Организация праздников; Оформление мероприятий, флористы; Фотографы, видеосъемка; Игрушки для детей; Детская одежда и обувь; Дача, сад и огород; Семена, саженцы, теплицы; Стоки, SecondHand; Часы; Аксессуары, бижутерия, кожгалантерея; Нижнее белье; Женская одежда; Спецодежда; Агентства недвижимости; Зоопарикмахерские; Плитка; Металлопрокат; Двери; Пиломатериалы; Сантехника; Обои и краски; Напольные покрытия (ламинат, линолеум, паркет, плитка); Продажа инструментов; Электрооборудование и осветительные приборы; Жалюзи/Рольставни; Металлоизделия, металлоконструкции; Бетон/Раствор/Цемент; Кованные изделия; Кровельные материалы; Крепёж и метизы; Гаражные автоматические ворота; Бетонные изделия; Ведущие, тамада; Установочные центры, тонировка стёкол; Развал схождение; Двери; Сварочные работы; Салоны красоты; Парикмахерские услуги; Ногтевые студии; Косметология; Массаж; Страхование; Страховые компании; Конные клубы";;;;;;79509163366;org;;;;Нет;Нет
3317578;Ремонт телефонов,планшетов ноутбуков, 2МКР;Ремонт мобильных телефонов и планшетов;;;Алексин, Тульская 136А;54.508979;37.117022;89586634466;org;;"Ремонт, Аксессуары 
Зарядки нового поколения Type С
Качественные шнуры iPhone/Android
ПЕРЕКЛЕЙКА ВНЕШНИХ СТЁКОЛ НА ПЛАНШЕТАХ И ТЕЛЕФОНАХ 
Ремонт любой сложности,Срочный выкуп 
Сотовых телефонов 
Пк 
Ноутбуков 
Планшетов 
Установка по 
Прошивка телефонов 
Снятие google аккаунтов на android 
Гарантия ";;Нет;Нет
3319440;РЛД;"Авто; Шиномонтаж";;;ул. Тульская 141;;;+7 (910) 160-93-22;org;;;;Нет;Нет
3331033;Уютный дом;Магазины, рынки, супермаркеты;;nomail@mail.com;Октябрьская д2;;;79531904757;org;;;;Нет;Нет
3331065;Мебель на Советской 11;"Мягкая мебель; Корпусная мебель; Кухонная  мебель; Мебель на заказ";https://www.instagram.com/mebelnasovetskoi_11;;Алексин, Советская 11;54.51522;37.08877;1,53914E+11;org;;"⚜Нужна кухня? Или любая другая мебель для вашего дома! 
Пора решаться!⚜ 
Выгодные предложения в магазине «Мебель на Советской 11» 
✅Рассрочка от магазина без участия банков до 24 мес. 
✅Бытовая техника ? в подарок. 
✅Предоплата от 5000₽. 
✍?Оставьте заявку по телефону 89038447861.
✅Кухни и шкафы купе по вашему проекту и размеру всего за 150₽/ в день... 
✅Выезд специалиста, замер и расчет стоимости - БЕСПЛАТНО! ";;Нет;Нет
3363365;Солярий – Коллагенарий;Солярии, коллариумы;;;Алексин, ул. Героев - Алексинцев, дом 8А;54.499062;37.063087;8-919-077-03-30;org;;"Солярий – Коллагенарий избавит от морщин и вернет коже ее прежний тонус путем восстановления естественного биосинтеза коллагена и эластина. Использование коллагеновых световых ламп рекомендуется для всех типов кожи, для мужчин и женщин любого возраста. Коллагеновая терапия улучшает обменные процессы в клетках, насыщая их кислородом, способствует их обновлению, восстановлению и регенерации. 
Посещая Коллагенарий 2раза в неделю по 15-20минут вы заметите, что: 
•Кожа становится гладкой, улучшается внешний вид и структура кожи, повышается ее тонус и эластичность, выравнивается тон кожи. 
•Исчезают угри, «черные точки», сужаются поры. 
•Разглаживаются морщинки. 
•Устраняются признаки целлюлита. 
•Уменьшаются дефекты кожи - пигментные пятна и веснушки, кровеносные капилляры и др. ";;Нет;Нет
3363655;ПЕГАС;"Автосервисы; Шиномонтаж; Диагностика; Кузовной ремонт; Техосмотр; Замена масел; Сварочные работы";https://vk.com/public166950781;;Алексин, улица Строителей 10 (территория автостоянки);54.500772;37.054221;8-903-843-36-96, 8-960-618-53-71;org;09:00-19:00;"Автосервис,Шиномонтаж.

-Компьютерная диагностика.
-Автоэлектрик.
-Полировка.
-Ремонт,диагностика ДВС,ходовой
-Сварочные работы
-Шиномонтаж,Балансировка
-И другие виды услуг.";;Нет;Нет
3363957;Бреггир (МКР Старый город);"Розлив и доставка пива; Разливное пиво";;;Алексин ул. Тульская д. 2;54.516192;37.087629;;org;;Разливное пиво, медовуха, сидр, квас, лимонад. Снеки, рыба.;;Нет;Нет
3363958;Бреггир (МКР Бор);"Розлив и доставка пива; Разливное пиво";;;Алексин ул. 50 лет Октября д. 16 А;54.525483;37.08268;;org;;Разливное пиво, медовуха, сидр, квас, лимонад. Снеки, рыба.;;Нет;Нет
3363959;Бреггир (МКР Шахтерский);"Розлив и доставка пива; Разливное пиво";;;Алексин ул. Энгельса д. 28;54.511692;37.113402;;org;;Разливное пиво, медовуха, сидр, квас, лимонад. Снеки, рыба.;;Нет;Нет
3363960;Бреггир (МКР Соцгород);"Розлив и доставка пива; Разливное пиво";;;Алексин ул. Пионерская д. 19 А;54.494068;37.05918;;org;;Разливное пиво, медовуха, сидр, квас, лимонад. Снеки, рыба.;;Нет;Нет
3412473;Старый и Новый Успенские Храмы  в Алексине;Религия;;;г. Алексин, Базарная площадь, д.1;;;(253) 6-23-09;org;;Соборные Свято-Успенские храмы Алексина – и старый, и новый, посвящены Успению Пресвятой Богородицы. Матерь Божия всегда была заступницей нашей Родины. Ей воздвигались храмы по всей Руси, в каждом её уголке, в каждом городе. И наш город Алексин не стал исключением. Здесь был воздвигнут (старый) Собор Успения Пресвятой Богородицы.;;Нет;Нет
3412558;"Семейный досугово-развивающий центр ""КиТёнок""";Детские центры и студии раннего развития;https://vk.com/kitenobabyclub;;Алексин, 50 лет Октября, 1/9 (вход с ул. Революции);54.521507;37.077245;+7 (950) 915 44 77, +7(950) 915 77 44;org;Часы работы по звонку.;"СДРЦ ""КиТёнок"" - современный центр развития детей от 1 года. Мы предлагаем безграничные возможности для всестороннего раскрытия личности рёбенка. В нашем центре работают замечательные специалисты, которые найдут подход к Вашему малышу. Тёплая, семейная обстановка, внимательное отношение к детям, профессионализм - всё способствует тому, чтобы раскрыть гения в ребёнке. Для каждого развивающего направления, для каждой группы, разрабатываются уникальные программы курсов, учитывающие индивидуальные особенности и потребности детей.";;Нет;Нет
3412946; Архитектура старого города;Достопримечательности;;;;;;;org;;"Когда был основан Алексин, точно  не известно. Первое письменное упоминание об Алексине относится к 1348 году. С этого года и принято рассчитывать возраст Алексина. Письменные источники сообщают о грандиозном пожаре 13 июля 1768 года. Основные кварталы этой части города сформировались в соответствии с планом регулярной застройки Алексина 1769 года, который свёлся к механической прорезке нескольких прямых, пересекающихся под прямым углом улиц.

В конце 18 в. центр застраивался купеческими двухэтажными каменными домами с жилым верхом и торговым нижним этажом. Улица Тульская ( в разные годы она именовалась II-Перспективной, Московской).

Небольшой архитектурный ансамбаль старых построек находится в начале улицы: Дом Горшкова. Улица Советская (в разные годы именовалась I-перспективной, Тульской)

В 1958 году к Алексину были присоединены рабочие поселки Мышега, Петровское, Соцгород. Руководящие учреждения переместились в новый современный  и благоустроенный (на тот момент) микрорайон. А историческая часть города получила название “Заречье”.";;Нет;Нет
3412948;Алексин Бор.;Достопримечательности;http://aleksinbor.ru/;; 5, территория санатория-курорта Алексин-Бор;;;;org;;Алексин-Бор — реликтовый сосновый бор, памятник природы регионального значения — микрорайон Бор вдоль правого берега Оки.;;Нет;Нет
3412949;Лысая гора  ;Достопримечательности;;;Россия, Тульская область, муниципальное образование Алексин;;;;org;;"Лысая гора правый берег р.Вашаны между д.Ботня и Соломасово. В наши дни Лысая гора представляет собой красивейшее место: вьющаяся у подножья речка и луга, перерезанные лесистыми оврагами видны на многие километры. В окрестностях много грибов и ягод, в реках и прудах полно рыбы. Под холмом бьёт родник с питьевой водой. За речкой растянулся древний бор с вековыми соснами. Воздух в нём считается целебным. 
Но перейдём к геолого-палеонтологическому описанию этого места. Холм сложен известняками серпуховского и визейского ярусов нижнего карбона. Во многих местах образовались карстовые разломы, превратившиеся в глубокие пещеры, но некоторые из них когда-то были выдолблены в качестве каменоломен. ";;Нет;Нет
3412950;Мемориал Победы ;Достопримечательности;;;Тульская область, г. Алексин, микрорайон Высокое, пл. Победы;;;;org;;Мемориал Победы с вечным огнем и братским захоронением воинов павших в годы Великой Отечественной войны 1941-1945 гг. – микрорайон Высокое пл. Победы.;;Нет;Нет
3412952;Стелла героев-алексинцев ;Достопримечательности;;;Тульская область, г. Алексин, микрорайон Соцгород, пересечение улиц Мира и Героев-Алексинцев;;;;org;;Стелла героев-алексинцев с портретами десяти земляков Героев Советского Союза — микрорайон Соцгород, пересечение улиц Мира и Героев-Алексинцев.;;Нет;Нет
3412953;Могила Володи Феодоровского;Достопримечательности;;;г. Алексин, микрорайон Старый Алексин, сквер на площади Свободы;;;;org;;Владимир Феодоровский - юный разведчик, расстрелянный фашистами в последний день оккупации Алексина.;;Нет;Нет
3412968;Усадьба в Колосове;Достопримечательности;;;Россия, Тульская область, муниципальное образование Алексин, поселок Колосово;;;;org;;Недалеко от Алексина есть удивительный заброшенный и в полуразрушенном состоянии замок готического стиля. В свое время здесь жили и процветали дворяне. Архитектура здания говорит о том, что особняк был значимым местом. Сейчас же он в руинном состоянии, но приманивает туристов возможностью прогуляться по парку, прикоснутся рукой к истории прошлых веков.;;Нет;Нет
3412969;Церковь Николая Чудотворца;Достопримечательности;;;г. Алексин, улица Советская, 43;;;;org;;В центральной зоне Алексина еще в 18 веке был построен Свято-Никольский храм. Во время Великой Отечественной войны он был разрушен. Руины церкви начали восстанавливать только в конце 20-го века. Сейчас это белоснежный православный храм, с прекрасной архитектурой.  Церковь принимает верующих каждый день, при ней работает воскресная школа, где обучают священному писанию, церковному пению и чтению.;;Нет;Нет
3412970;Курган Славы в Алексине;Достопримечательности;;;Россия, Тульская область, муниципальное образование Алексин;;;;org;;Мемориальный комплекс, посвященный памяти погибших солдат в ходе Второй мировой войны. Строительство парка проходило за чертой города в 1965 году. Территория военной славы, и героев страны включает в себя площадь с вечным огнем, стенд с именами защитников Алексина и могилу неизвестному солдату. Также имеются образцы военной техники, демонстрирующие мощь российской армии.;;Нет;Нет
3412972;Церковь Смоленской иконы Божьей Матери;Достопримечательности;;;Россия, Тульская область, муниципальное образование Алексин, село Поповка;;;;org;;Храм 1835 года выстроенный в классическом стиле в селе Поповка. По конструкции церковь демонстрирует высокоразвитый уровень архитектуры в начале 19-го века. В 2000-х годах проводились реконструктивные работы. Сейчас храм принимаем прихожан, проводит богослужение.;;Нет;Нет
3412973;Барский дом;Достопримечательности;;;Россия, Тульская область, Алексин, микрорайон Петровский;;;;org;;Особняк был построен в 18 веке, и здесь проживал писатель Антон Павлович Чехов. Улица, на котором находится дом, названа в честь великого писателя. Сейчас дворец в руинном состоянии, защищается государством и ждет восстановительные работы.;;Нет;Нет
3412974;Кафедральный собор Успения Пресвятой Богородицы;Достопримечательности;;;Россия, Тульская область, г.Алексин, Базарная площадь;;;;org;;"Единый ансамбль составляет новый и старый Успенский собор. Одно здание было выстроено 1688 году, на сегодняшний день признанное самым древним памятником истории Алексина. Строительство второй части собора была завершено в 1813 году. Храм освещает Смоленская икона Божьей Матери. Собор реставрирован и открыт для верующих.
Проезд:Из Калуги, Тулы - на дизель-э/п до ст. Алексин; на а/м с трассы М2 поворот на Ненашево, далее ~ 4 км на юг по старому Симферопольскому шоссе, в Железне направо 25 км. На высоком правом берегу Оки.";;Нет;Нет
3412977;Свято-Казанский женский монастырь;Достопримечательности;http://kolyupanovo.cerkov.ru;;Россия, Тульская область, городской округ Алексин, поселок Колюпаново;;;+7 48753 6‑11-98;org;;В селе Колюпаново в 1995 году было заложено строительство женского храма. Новый монастырь был выстроен на месте сгоревшей церкви Казанской Божьей Матери. Местные жители рассказывают предание о чудесном появлении иконы Божьей Матери на месте сгоревшего храма. В монастыре хранятся мощи святой Евросинии, к которым осуществляется паломничество многими православными.;;Нет;Нет
3412978;Храм Воскресения Христова;Достопримечательности;;;Россия, Тульская область, муниципальное образование Алексин;;;;org;;В Богучарово сохранились руины церкви построенной в начале 17-го столетия. Сам храм расположен на крутом берегу, с одной стороны его огибает речка, а с другой густой лес.  Можно рукой прикоснуться к истории тех времен, ведь церковь была центром прихода.;;Нет;Нет
3413112;"Станция ""Рюриково"" в Алексинском районе ";Достопримечательности;;;Россия, Тульская область, Алексинский район, поселок при станции Рюриково;;;;org;;Першинская усадьба была построена в царствование Екатерины II банкиром Лазаревым, привёзшим из Индии бриллиант (третий в мире по величине) для императорской короны. Постепенно, а после отмены крепостного права очень быстро, имение приходило в упадок, пока его, в 1887 г. не приобрёл Великий князь Николай Николаевич, дядя императора Николая II. После многолетних трудов по восстановлению и переделке, усадьба представляла собой нечто иное, чем привычная дворянская усадьба: это была образцовая охотничья усадьба, а вернее, настоящий заповедник псовой охоты. Для прибытия высокопоставленных гостей на Сызрано-Вяземской дороге была построена станция с характерным названием «Рюриково», вокзал на которой был построен в «неорусском» стиле. При вокзале была станционная церковь. От вокзала до усадьбы шла дорога протяжённостью около 20 верст.;;Нет;Нет
3413113;Древняя крепость на Ильинской горе;Достопримечательности;;;Россия, Тульская область, Алексинский район, Алексин;;;;org;;"
описание
Древняя крепость стояла на Ильинской горе в 2 км от нынешнего центра города. Это следующая цель нашего путешествия - памятный камень на месте бывшей первой крепости на Ильинской горе! 
В 1348 году татары мурзы Темура сожгли город. Однако вскоре он был отстроен заново. В 1472 году город осадило войско хана Ахмата. Так как основные русские части стояли тогда под Коломной, помочь защитникам никто не мог. Небольшому гарнизону Алексина пришлось в одиночку отражать нападение превосходящих сил противника. Алексинцы приняли бой 30 июля. Первый штурм они выдержали, много врагов полегло на поле боя, но и потери среди защитников крепости оказались велики. Воеводы подожгли город и, переправившись на левый берег Оки, заняли оборону. Алексинцы продержались до подхода основных сил. Наступление Ахмата на Москву было сорвано. Сгоревший город вскоре отстроили заново в 2 км от прежнего местоположения, на мысу, при впадении речки Мордовки в Оку (ныне здесь стоит Успенский собор).";;Нет;Нет
3413114; Шахта Никольская;Достопримечательности;;;Россия, Тульская область, Алексинский район, деревня Верхний Суходол;;;;org;;До середины 90х на этой шахте добывали бурый уголь, которого в избытке на территории Тульской области. Объект представляет собой целый город: здесь огромный 4х этажный административный корпус, рабочий корпус, баня, прачечная, основное здание шахты, как минимум одна вентиляционная шахта, несколько громадных обогатительных корпусов (или что то вроде того), железнодорожная станция и депо, останки автобазы, множество непонятных полу подземных сооружений с таинственными полузатопленными и полузаваленными катакомбами, огромные отвалы пустой породы, над всем возвышается гигантская труба. Сейчас шахта заброшена, основной ствол заблокирован огромной клетью лифта. Для осмотра территории и объектов может не хватить и дня.;;Нет;Нет
3413115;Алексинский художественно-краеведческий музей;Достопримечательности;http://ahkm.ru/;;Тульская область, Алексинский район, г. Алексин, ул. Советская, 38;;;+7 (48753) 6-03-74;org;;"Алексинский художественно-краеведческий музей основан в 1974 году, первых посетителей музей принял в декабре 1980 года.

Музей размещается в исторической части города в трехэтажном особняке бывшей городской усадьбы купцов 1-й гильдии Масловых, памятнике архитектуры эпохи зрелого классицизма. С 1997 года здание музея включено в перечень объектов исторического и культурного наследия федерального значения.

Фонды музея насчитывают более 22 тысяч единиц хранения основного и научно-вспомогательного фондов. Музей располагает археологической, нумизматической, палеонтологической, геологической коллекциями; коллекцией живописи, графики, скульптуры, изделий декоративно-прикладного искусства, предметов этнографии, быта; мемориальными коллекциями, посвященными выдающимся землякам Бобрищевым-Пушкиным, Львовым, Стечкиным, Щедриным, генералу Г.П. Короткову, проф. В. Снегирёву, этнографу С.А. Токареву, писателю Зое Воскресенской и другим.

Экспозиция музея состоит из 13 стационарных залов и 5 залов сменных выставок.

На втором этаже размещаются экспозиции, рассказывающие об Алексине XVIII- нач.XX вв. как купеческом городе.

 В отделе современной истории отражена экономическая и культурная жизнь города в cоветский период. В разделе ""Алексин в годы Великой Отечественной войны"" рассказывается о подвигах алексинцев в годы войны и событиях в городе и районе в ноябре-декабре 1941 года, когда Алексин был оккупирован немецко-фашистскими войсками.";;Нет;Нет
3413116;Святой источник Великомученика целителя Пантелеймона;Достопримечательности;;;Тульская область, Алексинский район, д. Егнышевка;;;;org;;" В живописных окрестностях посёлка Егнышёвка Алексинского района, близ бывшей усадьбы Бобрищевых-Пушкиных, бьёт природный источник с целебной водой.. Источник этот носит он имя Пантелеймона - целителя—покровителя медицины, одного из самых почитаемых в России святых. К нему верующие обращаются за помощью при различных болезнях.

Еще 300 лет назад он был известен старцам Зосимовой пустыни и других монастырей. Недалеко от источника стояла часовенка, в которой обитал одинокий монах, молившийся о здравии всех, кто посещал источник.

К источнику с незапамятных времен приходили люди— напиться или в надежде смыть все хвори и недуги в прозрачной ключевой воде. Так велика была слава о его удивительной живительной силе. Рассказывают, что тайно сюда привозили даже больных из дома Романовых. Считалось, что простой люд не должен знать о слабости здоровья царских особ.

После революции, в 1918 году, революционные фанатики засыпали источник камнями. Был убит монах, живший у родника. Но произошло чудо--целебная вода вышла на поверхность неподалеку от груды камней. Источник уничтожить не удалось.

Вторую жизнь источник получил совсем недавно. Дирекция санатория-курорта «Егнышевка» приняла решение привести в порядок территорию, на которой он расположен. Нашлись и единомышленники. Инициативу егнышевцев поддержал (причем абсолютно бескорыстно) директор тульской строительной фирмы «Автор» Ю. А. Хрущев. Был создан проект благоустройства территории источника, начались работы.

Параллельно велись исследования, целью которых было выяснить, есть ли научное объяснение уникальных целебных свойств источника. Результаты поразили даже многое повидавших специалистов. Вода из Егнышевки оказалась на редкость чистой и насыщенной серебром и кремнием. А это значит, что она обладает обеззараживающим свойством, а также благотворно действует на сосуды и органы пищеварения. Кроме того, в районе источника была проведена геологическая разведка. Во время бурения геологи обнаружили залежи ценнейшей голубой глины - ее исключительные косметологические свойства были известны еще нашим далеким предкам.

4 февраля 2004 года Егнышевский источник был освящен в честь святого великомученика Пантелеймона высокопреосвященнейшим архиепископом Тульским и Белевским Алексием.";;Нет;Нет
3413178;Екатерина;Ламинирование, ботокс и наращивание ресниц;https://vk.com/alekxin_buildup;;Алексин, ул. Северная 12б, кабинет 216;;; +7(950) 924-57-72 ;org;Предварительно записывайтесь по телефону;"► Наращивание ресниц:
- Классический объем(1D )-1300 руб;
- Полуторный объем (1,5D) - 1400 руб;
- Двойной объем (2D)- 1500 руб;
- Объем 2,5D - 1600 руб;
- Тройной объем 3D - 1700 руб;
- Объем 3,5D - 1800 руб;
- Объем 4D - 2000 руб;
- Уголки - 600 руб;
- Декорация(стразы, блестки,цветные ресницы)150 руб;

► Ламинирование ресниц - 1500 руб;
► Ламинирование бровей - 1500 руб;
► БИО завивка ресниц - 800 руб;
► Полуперманентная тушь - 700 руб;
► Окрашивание бровей и ресниц - 150 руб;
► Коррекция бровей - 150 руб;
► Окрашивание бровей хной - 400 руб;
► Кератиновое выпрямление волос (бразильское):

15-20см (каре): 2000 руб;
25-30см (каре по плечи): 2000- 300 руб;
35-40см:(длинна до лопаток) 3000 -4000 руб;
45-50см:(длинна ниже лопаток) 4000- 5000 руб;
55-60см:(длинна до поясницы) 5000-......руб.
► Восточная депиляция (нитью)
- Верхняя губа - 150 руб;
- Лицо(щеки) - 350 руб.
- Брови - 150 руб.";;Нет;Нет
3413362;Гигантский стул в Алексине;Достопримечательности;;;г. Алексин, ул. Тульская, 5;;;;org;;Привлекает и туристов, и жителей города своей неординарностью. Объект стал излюбленным местом для фотосессий. ;;Нет;Нет
3413364;Место съемок фильма «Добро пожаловать, или Посторонним вход воспрещён» (ДОЛ «Заполярье»);Достопримечательности;;;Алексинский р-н, 13 км от города Алексин, на берегу Оки;;;+7 4872 79‑04-29 ;org;;Детский оздоровительный лагерь «Заполярье» — в прошлом — пионерский лагерь, где снимался фильм «Добро пожаловать, или Посторонним вход воспрещён». Оздоровительный лагерь существует, но все сильно изменилось.;;Нет;Нет
3413365;Мемориал алексинцам-жертвам Великой Отечественной;Достопримечательности;;;;;;;org;;В сквере на Советской расположен мемориал алексинцам-жертвам Великой Отечественной. Этот город немцы взяли буквально на три недели, а произошло это в конце ноября 1941-го. Бои в окрестностях города были для Красной армии сравнительно удачными по меркам 1941-го года и позволили не допустить окружения Тулы.;;Нет;Нет
3413366;Скульптура факелоносца в Алексине;Достопримечательности;;;;;;;org;;Скульптура факелоносца не сталинской эпохи, как можно подумать сначала, а 80-х годов. Установлена по случаю Олимпиады.;;Нет;Нет
3418516;"Спортивный клуб боевых искусств ""Гектор""";"Спортивные секции; Карате; Спорт и оздоровление; Детские кружки, секции и организации; Дети";;;Тульская область, город Алексин, ул. Болотова;54.499616;37.123894;8 (953) 955-09-85;org;ПН, СР, ПТ - (Время уточнять по телефону);"Направление: карате Кекусинкай
Возраст: Дети  5 - 18 лет, взрослые.
Тренер-преподаватель: Шатверян Артур Аликович - мастер спорта России

Киокушинкай карате («общество высшей истины»), или карате кекусинкай — стиль карате, который создал Ояма Масутацу в 1950-х гг.
Киокушинкай считается одним из самых трудных и жёстких стилей каратэ.
Он был создан в противовес множеству бесконтактных школ и постепенно завоевал популярность во многих странах и лёг в основу ряда других контактных стилей карате (например, ашихара каратэ).
Киокушинкай карате — очень зрелищный вид спорта. Поединки проводятся в полный контакт без защитного снаряжения. Единственное ограничение — запрет ударов руками в голову. ";;Нет;Нет
